flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2025-08-18,scheduled,,,Gardermoen,Europe/Oslo,OSL,ENGM,,,,2025-08-18T14:00:00+00:00,2025-08-18T14:00:00+00:00,,,,Haukasen,Europe/Oslo,SOG,ENSG,,,,2025-08-18T14:55:00+00:00,,,,,,Wideroe,WF,WIF,155,WF155,WIF155,,,,,,,
2025-08-18,landed,,,Ras Al Khaimah,Asia/Dubai,RKT,OMRK,,,,2025-08-18T03:10:00+00:00,2025-08-18T03:10:00+00:00,2025-08-18T03:08:00+00:00,2025-08-18T03:08:00+00:00,2025-08-18T03:08:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,10,2025-08-18T08:05:00+00:00,15.0,2025-08-18T08:16:00+00:00,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,2025-08-18T08:20:00+00:00,IndiGo,6E,IGO,1496,6E1496,IGO1496,,,,,,,
2025-08-18,landed,,,Seeb,Asia/Muscat,MCT,OOMS,,C12,13.0,2025-08-18T03:00:00+00:00,2025-08-18T03:00:00+00:00,2025-08-18T03:12:00+00:00,2025-08-18T03:12:00+00:00,2025-08-18T03:12:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,10,2025-08-18T07:55:00+00:00,2.0,2025-08-18T07:53:00+00:00,2025-08-18T07:57:00+00:00,2025-08-18T07:57:00+00:00,2025-08-18T07:57:00+00:00,Oman Air,WY,OMA,235,WY235,OMA235,,,,,,,
2025-08-18,landed,,,Seeb,Asia/Muscat,MCT,OOMS,,C12,13.0,2025-08-18T03:00:00+00:00,2025-08-18T03:00:00+00:00,2025-08-18T03:12:00+00:00,2025-08-18T03:12:00+00:00,2025-08-18T03:12:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,10,2025-08-18T07:55:00+00:00,2.0,2025-08-18T07:53:00+00:00,2025-08-18T07:57:00+00:00,2025-08-18T07:57:00+00:00,2025-08-18T07:57:00+00:00,SalamAir,OV,OMS,8033,OV8033,OMS8033,,oman air,wy,oma,235,wy235,oma235
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,37,21.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T07:45:00+00:00,,2025-08-18T07:38:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,IndiGo,6E,IGO,6178,6E6178,IGO6178,,,,,,,
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,37,21.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T07:45:00+00:00,,2025-08-18T07:38:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,Virgin Atlantic,VS,VIR,8408,VS8408,VIR8408,,indigo,6e,igo,6178,6e6178,igo6178
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,37,21.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T07:45:00+00:00,,2025-08-18T07:38:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,Qantas,QF,QFA,5079,QF5079,QFA5079,,indigo,6e,igo,6178,6e6178,igo6178
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,37,21.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T07:45:00+00:00,,2025-08-18T07:38:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,Japan Airlines,JL,JTL,9041,JL9041,JTL9041,,indigo,6e,igo,6178,6e6178,igo6178
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,37,21.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,2025-08-18T06:51:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T07:45:00+00:00,,2025-08-18T07:38:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,2025-08-18T07:43:00+00:00,Air France,AF,AFR,6055,AF6055,AFR6055,,indigo,6e,igo,6178,6e6178,igo6178
2025-08-18,landed,,,Sardar Vallabhbhai Patel International Airport,Asia/Kolkata,AMD,VAAH,1,,1.0,2025-08-18T05:50:00+00:00,2025-08-18T05:50:00+00:00,2025-08-18T05:50:00+00:00,2025-08-18T05:50:00+00:00,2025-08-18T05:50:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,8,2025-08-18T07:45:00+00:00,,2025-08-18T07:11:00+00:00,2025-08-18T07:12:00+00:00,2025-08-18T07:12:00+00:00,2025-08-18T07:12:00+00:00,IndiGo,6E,IGO,5208,6E5208,IGO5208,,,,,,,
2025-08-18,landed,,,Seeb,Asia/Muscat,MCT,OOMS,,B4,32.0,2025-08-18T02:45:00+00:00,2025-08-18T02:45:00+00:00,2025-08-18T03:16:00+00:00,2025-08-18T03:16:00+00:00,2025-08-18T03:16:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,11,2025-08-18T07:40:00+00:00,13.0,2025-08-18T07:52:00+00:00,2025-08-18T07:53:00+00:00,2025-08-18T07:53:00+00:00,2025-08-18T07:53:00+00:00,IndiGo,6E,IGO,1274,6E1274,IGO1274,,,,,,,
2025-08-18,landed,,,Lohegaon,Asia/Kolkata,PNQ,VAPO,,,17.0,2025-08-18T06:25:00+00:00,2025-08-18T06:25:00+00:00,2025-08-18T06:42:00+00:00,2025-08-18T06:42:00+00:00,2025-08-18T06:42:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,1,2025-08-18T07:40:00+00:00,,2025-08-18T07:36:00+00:00,2025-08-18T07:39:00+00:00,2025-08-18T07:39:00+00:00,2025-08-18T07:39:00+00:00,IndiGo,6E,IGO,352,6E352,IGO352,,,,,,,
2025-08-18,landed,,,Bajpe,Asia/Kolkata,IXE,VOML,,,5.0,2025-08-18T06:05:00+00:00,2025-08-18T06:05:00+00:00,2025-08-18T06:09:00+00:00,2025-08-18T06:09:00+00:00,2025-08-18T06:09:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,9,2025-08-18T07:40:00+00:00,,2025-08-18T07:13:00+00:00,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,Air India Express,IX,AXB,2915,IX2915,AXB2915,,,,,,,
2025-08-18,landed,,,Bajpe,Asia/Kolkata,IXE,VOML,,,5.0,2025-08-18T06:05:00+00:00,2025-08-18T06:05:00+00:00,2025-08-18T06:09:00+00:00,2025-08-18T06:09:00+00:00,2025-08-18T06:09:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,9,2025-08-18T07:40:00+00:00,,2025-08-18T07:13:00+00:00,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,Air India,AI,AIC,9939,AI9939,AIC9939,,air india express,ix,axb,2915,ix2915,axb2915
2025-08-18,landed,,,Civil,Asia/Kolkata,TRZ,VOTR,,,6.0,2025-08-18T06:05:00+00:00,2025-08-18T06:05:00+00:00,2025-08-18T06:10:00+00:00,2025-08-18T06:10:00+00:00,2025-08-18T06:10:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,3,2025-08-18T07:35:00+00:00,,2025-08-18T07:18:00+00:00,2025-08-18T07:21:00+00:00,2025-08-18T07:21:00+00:00,2025-08-18T07:21:00+00:00,IndiGo,6E,IGO,2171,6E2171,IGO2171,,,,,,,
2025-08-18,landed,,,Netaji Subhas Chandra,Asia/Kolkata,CCU,VECC,,,3.0,2025-08-18T05:20:00+00:00,2025-08-18T05:20:00+00:00,2025-08-18T05:23:00+00:00,2025-08-18T05:23:00+00:00,2025-08-18T05:23:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,5,2025-08-18T07:30:00+00:00,,2025-08-18T06:59:00+00:00,2025-08-18T07:03:00+00:00,2025-08-18T07:03:00+00:00,2025-08-18T07:03:00+00:00,IndiGo,6E,IGO,6623,6E6623,IGO6623,,,,,,,
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,7.0,2025-08-18T06:00:00+00:00,2025-08-18T06:00:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,2,2025-08-18T07:25:00+00:00,,2025-08-18T07:14:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,Air India,AI,AIC,2625,AI2625,AIC2625,,,,,,,
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,7.0,2025-08-18T06:00:00+00:00,2025-08-18T06:00:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,2,2025-08-18T07:25:00+00:00,,2025-08-18T07:14:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,SWISS,LX,SWR,9872,LX9872,SWR9872,,air india,ai,aic,2625,ai2625,aic2625
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,,7.0,2025-08-18T06:00:00+00:00,2025-08-18T06:00:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,2,2025-08-18T07:25:00+00:00,,2025-08-18T07:14:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,2025-08-18T07:18:00+00:00,Lufthansa,LH,DLH,5314,LH5314,DLH5314,,air india,ai,aic,2625,ai2625,aic2625
2025-08-18,landed,,,Madras International (Meenambakkam),Asia/Kolkata,MAA,VOMM,1,,12.0,2025-08-18T06:05:00+00:00,2025-08-18T06:05:00+00:00,2025-08-18T06:17:00+00:00,2025-08-18T06:17:00+00:00,2025-08-18T06:17:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,6,2025-08-18T07:20:00+00:00,,2025-08-18T07:08:00+00:00,2025-08-18T07:09:00+00:00,2025-08-18T07:09:00+00:00,2025-08-18T07:09:00+00:00,IndiGo,6E,IGO,495,6E495,IGO495,,,,,,,
2025-08-18,landed,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,28A,25.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,1,2025-08-18T07:15:00+00:00,14.0,2025-08-18T07:27:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,Air India,AI,AIC,2829,AI2829,AIC2829,,,,,,,
2025-08-18,landed,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,28A,25.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,1,2025-08-18T07:15:00+00:00,14.0,2025-08-18T07:27:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,Lufthansa,LH,DLH,5531,LH5531,DLH5531,,air india,ai,aic,2829,ai2829,aic2829
2025-08-18,landed,,,Indira Gandhi International,Asia/Kolkata,DEL,VIDP,3,28A,25.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,2025-08-18T05:34:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,1,2025-08-18T07:15:00+00:00,14.0,2025-08-18T07:27:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,2025-08-18T07:29:00+00:00,Ethiopian Airlines,ET,ETH,1082,ET1082,ETH1082,,air india,ai,aic,2829,ai2829,aic2829
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,53,9.0,2025-08-18T05:45:00+00:00,2025-08-18T05:45:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,3,2025-08-18T07:10:00+00:00,,2025-08-18T06:57:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,IndiGo,6E,IGO,6148,6E6148,IGO6148,,,,,,,
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,53,9.0,2025-08-18T05:45:00+00:00,2025-08-18T05:45:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,3,2025-08-18T07:10:00+00:00,,2025-08-18T06:57:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,Virgin Atlantic,VS,VIR,8554,VS8554,VIR8554,,indigo,6e,igo,6148,6e6148,igo6148
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,53,9.0,2025-08-18T05:45:00+00:00,2025-08-18T05:45:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,3,2025-08-18T07:10:00+00:00,,2025-08-18T06:57:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,British Airways,BA,BAW,8788,BA8788,BAW8788,,indigo,6e,igo,6148,6e6148,igo6148
2025-08-18,landed,,,Chhatrapati Shivaji International (Sahar International),Asia/Kolkata,BOM,VABB,2,53,9.0,2025-08-18T05:45:00+00:00,2025-08-18T05:45:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,2025-08-18T05:54:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,3,2025-08-18T07:10:00+00:00,,2025-08-18T06:57:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,2025-08-18T06:59:00+00:00,Air France,AF,AFR,3783,AF3783,AFR3783,,indigo,6e,igo,6148,6e6148,igo6148
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,24,9.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T06:30:00+00:00,,2025-08-18T06:04:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,IndiGo,6E,IGO,6923,6E6923,IGO6923,,,,,,,
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,24,9.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T06:30:00+00:00,,2025-08-18T06:04:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Virgin Atlantic,VS,VIR,8410,VS8410,VIR8410,,indigo,6e,igo,6923,6e6923,igo6923
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,24,9.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T06:30:00+00:00,,2025-08-18T06:04:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Qantas,QF,QFA,5081,QF5081,QFA5081,,indigo,6e,igo,6923,6e6923,igo6923
2025-08-18,landed,,,Bangalore International Airport,Asia/Kolkata,BLR,VOBL,1,24,9.0,2025-08-18T05:10:00+00:00,2025-08-18T05:10:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,2025-08-18T05:19:00+00:00,Hyderabad Airport,Asia/Kolkata,HYD,VOHS,MAIN,,W,2025-08-18T06:30:00+00:00,,2025-08-18T06:04:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,2025-08-18T06:06:00+00:00,Japan Airlines,JL,JTL,9017,JL9017,JTL9017,,indigo,6e,igo,6923,6e6923,igo6923
2025-08-18,landed,,,Vigra,Europe/Oslo,AES,ENAL,,3,,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,2025-08-18T06:46:00+00:00,2025-08-18T06:46:00+00:00,2025-08-18T06:46:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,21,2025-08-18T07:45:00+00:00,,2025-08-18T07:24:00+00:00,2025-08-18T07:25:00+00:00,2025-08-18T07:25:00+00:00,2025-08-18T07:25:00+00:00,Air France,AF,AFR,3847,AF3847,AFR3847,,sas,sk,sas,1313,sk1313,sas1313
2025-08-18,landed,,,Kjevik,Europe/Oslo,KRS,ENCN,,1,,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,22,2025-08-18T07:45:00+00:00,,2025-08-18T07:27:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,SAS,SK,SAS,208,SK208,SAS208,,,,,,,
2025-08-18,landed,,,Kjevik,Europe/Oslo,KRS,ENCN,,1,,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,22,2025-08-18T07:45:00+00:00,,2025-08-18T07:27:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,KLM,KL,KLM,8553,KL8553,KLM8553,,sas,sk,sas,208,sk208,sas208
2025-08-18,landed,,,Kjevik,Europe/Oslo,KRS,ENCN,,1,,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,2025-08-18T06:53:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,22,2025-08-18T07:45:00+00:00,,2025-08-18T07:27:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,2025-08-18T07:28:00+00:00,Air France,AF,AFR,4894,AF4894,AFR4894,,sas,sk,sas,208,sk208,sas208
2025-08-18,landed,,,Vigra,Europe/Oslo,AES,ENAL,,1,2.0,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,2025-08-18T06:52:00+00:00,2025-08-18T06:52:00+00:00,2025-08-18T06:52:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,24,2025-08-18T07:45:00+00:00,,2025-08-18T07:31:00+00:00,2025-08-18T07:30:00+00:00,2025-08-18T07:30:00+00:00,2025-08-18T07:30:00+00:00,Norwegian,DY,NOZ,401,DY401,NOZ401,,,,,,,
2025-08-18,,,,Haukasen,Europe/Oslo,SOG,ENSG,,,5.0,2025-08-18T06:45:00+00:00,2025-08-18T06:45:00+00:00,,,,Gardermoen,Europe/Oslo,OSL,ENGM,2,,,2025-08-18T07:40:00+00:00,,,,,,Wideroe,WF,WIF,140,WF140,WIF140,,,,,,,
2025-08-18,landed,,,Aro,Europe/Oslo,MOL,ENML,,4,5.0,2025-08-18T06:45:00+00:00,2025-08-18T06:45:00+00:00,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,2025-08-18T06:50:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,25,2025-08-18T07:40:00+00:00,,2025-08-18T07:26:00+00:00,2025-08-18T07:26:00+00:00,2025-08-18T07:26:00+00:00,2025-08-18T07:26:00+00:00,Norwegian,DY,NOZ,421,DY421,NOZ421,,,,,,,
2025-08-18,landed,,,Roros,Europe/Oslo,RRS,ENRO,,,39.0,2025-08-18T06:45:00+00:00,2025-08-18T06:45:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,21,2025-08-18T07:40:00+00:00,30.0,2025-08-18T08:10:00+00:00,2025-08-18T08:10:00+00:00,2025-08-18T08:10:00+00:00,2025-08-18T08:10:00+00:00,Danish Air,DX,DTR,521,DX521,DTR521,,,,,,,
2025-08-18,landed,,,Riga International,Europe/Riga,RIX,EVRA,,,22.0,2025-08-18T07:05:00+00:00,2025-08-18T07:05:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,7,2025-08-18T07:40:00+00:00,,2025-08-18T07:48:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,Air Baltic,BT,BTI,151,BT151,BTI151,,,,,,,
2025-08-18,landed,,,Riga International,Europe/Riga,RIX,EVRA,,,22.0,2025-08-18T07:05:00+00:00,2025-08-18T07:05:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,7,2025-08-18T07:40:00+00:00,,2025-08-18T07:48:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,SAS,SK,SAS,9615,SK9615,SAS9615,,air baltic,bt,bti,151,bt151,bti151
2025-08-18,landed,,,Riga International,Europe/Riga,RIX,EVRA,,,22.0,2025-08-18T07:05:00+00:00,2025-08-18T07:05:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,2025-08-18T07:27:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,7,2025-08-18T07:40:00+00:00,,2025-08-18T07:48:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,2025-08-18T07:40:00+00:00,Aegean Airlines,A3,AEE,3270,A33270,AEE3270,,air baltic,bt,bti,151,bt151,bti151
2025-08-18,landed,,,Værnes,Europe/Oslo,TRD,ENVA,,A35,18.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,24,2025-08-18T07:30:00+00:00,,2025-08-18T07:24:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,SAS,SK,SAS,335,SK335,SAS335,,,,,,,
2025-08-18,landed,,,Værnes,Europe/Oslo,TRD,ENVA,,A35,18.0,2025-08-18T06:30:00+00:00,2025-08-18T06:30:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,24,2025-08-18T07:30:00+00:00,,2025-08-18T07:24:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,2025-08-18T07:23:00+00:00,Air Baltic,BT,BTI,6150,BT6150,BTI6150,,sas,sk,sas,335,sk335,sas335
2025-08-18,landed,,,Værnes,Europe/Oslo,TRD,ENVA,,A32,,2025-08-18T06:35:00+00:00,2025-08-18T06:35:00+00:00,2025-08-18T06:34:00+00:00,2025-08-18T06:34:00+00:00,2025-08-18T06:34:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,25,2025-08-18T07:30:00+00:00,,2025-08-18T07:18:00+00:00,2025-08-18T07:09:00+00:00,2025-08-18T07:09:00+00:00,2025-08-18T07:09:00+00:00,Norwegian,DY,NOZ,741,DY741,NOZ741,,,,,,,
2025-08-18,landed,,,"Bergen Airport, Flesland",Europe/Oslo,BGO,ENBR,,D32,14.0,2025-08-18T06:35:00+00:00,2025-08-18T06:35:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,2025-08-18T06:48:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,25,2025-08-18T07:30:00+00:00,,2025-08-18T07:24:00+00:00,2025-08-18T07:20:00+00:00,2025-08-18T07:20:00+00:00,2025-08-18T07:20:00+00:00,Norwegian,DY,NOZ,601,DY601,NOZ601,,,,,,,
2025-08-18,landed,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,,D6,48.0,2025-08-18T00:05:00+00:00,2025-08-18T00:05:00+00:00,2025-08-18T00:53:00+00:00,2025-08-18T00:53:00+00:00,2025-08-18T00:53:00+00:00,Gardermoen,Europe/Oslo,OSL,ENGM,2,,9,2025-08-18T07:25:00+00:00,8.0,2025-08-18T07:30:00+00:00,2025-08-18T07:33:00+00:00,2025-08-18T07:33:00+00:00,2025-08-18T07:33:00+00:00,Thai Airways International,TG,THA,954,TG954,THA954,,,,,,,
